IdDocumentoCONPES,Titulo,Numero,FechaAprobacion,URL,URLPAS,URLOtros
4634,"Concepto favorable a la nación para contratar un empréstito externo con la banca multilateral hasta por USD 20 millones, o su equivalente en otras monedas, destinado a financiar el programa para fortalecer políticas de empleo",3974,2019-10-18,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3974.pdf,,
4631,"Concepto favorable a la nación para contratar un empréstito externo con la banca multilateral hasta por USD 15 millones, o su equivalente en otras monedas, destinado a financiar el programa de fortalecimiento de la Agencia Nacional de Defensa Jurídica del",3971,2019-10-11,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3971.pdf,,
4632,"Concepto favorable a la Nación para otorgar garantía al Banco de Comercio Exterior de Colombia S.A. (Bancóldex) para contratar operaciones de crédito público externo con organismos multilaterales, gobiernos, fondos y otras entidades de apoyo internacional",3972,2019-10-11,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3972.pdf,,
4628,"Concepto favorable a la nación para otorgar garantía y celebrar operaciones asimiladas a operaciones de crédito público externo a favor de la Financiera de Desarrollo Nacional (FDN) hasta por la suma de USD 53,3 millones, o su equivalente (...)",3969,2019-09-13,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3969.pdf,,
4630,"Concepto favorable a la nación para contratar un empréstito externo con la banca multilateral hasta por USD 60 millones, o su equivalente en otras monedas, destinado a financiar el programa de apoyo para la mejora de las trayectorias educativas (...)",3970,2019-09-13,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3970.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Fe de erratas 3970_Vpublicación.pdf,
4626,"Declaración de importancia estratégica del proyecto de desarrollo, masificación y acceso a internet nacional, a través de la fase II de la iniciativa de incentivos a la demanda de acceso a internet",3968,2019-08-30,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3968.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS Documento CONPES 3968.xlsx,
4625,"Modificación del Documento CONPES 3933 “Concepto favorable a la nación para otorgar garantía al Fondo Empresarial, creado por la ley 812 de 2003, para contratar operaciones pasivas de crédito hasta por la suma de 735.000 millones de pesos (...)",3966,2019-07-19,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3966.pdf,,
4648,"Plan Operativo Anual de Inversiones, vigencia 2020",3964,2019-07-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3964.pdf,,
4662,Marco de Gasto de Mediano Plazo 2020-2023,3965,2019-07-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3965.pdf,,
4621,Política para la Modernización del Sector Transporte Automor de Carga,3963,2019-06-28,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3963.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS Documento CONPES 3963.xlsx,
4650,Meta de balance primario y nivel de deuda del sector público no financiero (SPNF) para 2020,3962,2019-06-12,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3962.pdf,,
4616,Lineamientos de política de riesgo contractual del Estado para proyectos de sistemas férreos de pasajeros cofinanciados por la Nación,3961,2019-05-28,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3961.pdf,,
4615,"Concepto favorable a la Nación para contratar un empréstito externo con banca multilateral hasta por USD15 millones, destinado a financiar Programa Fortalecimiento de Capacidades de Gestión Estratégica del Sector Público",3960,2019-05-17,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3960.pdf,,
4614,"Instrucciones a representantes de la nación y sus entidades  para la destinación de utilidades de empresas industriales y comerciales del Estado (EICE) societarias y de sociedades de economía mixta (SEM), corte 31 de diciembre de 2018",3959,2019-04-11,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3959.pdf,,
